event,movement_type_reach,movement_type_sum,ID,A,W,feedbackMode,buffer,reaching_count,outs_count,indication,sucess_type,count
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,0,1,0,barspace,success no outs,7
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,0,1,0,click,success no outs,8
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,0,1,1,barspace,fail,2
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,0,1,1,click,fail,2
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,0,2,2,barspace,fail,1
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,15,1,0,barspace,success no outs,12
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,15,1,0,click,success no outs,7
reaching,slow+rapid,rapid,4.502500340529183,238,21,green,15,2,1,barspace,success +1 reach,2
reaching,slow+rapid,rapid,4.502500340529183,238,21,none,0,1,0,barspace,success no outs,4
reaching,slow+rapid,rapid,4.502500340529183,238,21,none,0,1,0,click,success no outs,8
reaching,slow+rapid,rapid,4.502500340529183,238,21,none,0,1,1,barspace,fail,2
reaching,slow+rapid,rapid,4.502500340529183,238,21,none,0,1,1,click,fail,2
reaching,slow+rapid,rapid,4.502500340529183,238,21,none,0,2,1,barspace,success +1 reach,1
reaching,slow+rapid,rapid,4.502500340529183,238,21,none,0,2,1,click,success +1 reach,1
reaching,slow+rapid,rapid,5.0,336,21,green,0,1,0,barspace,success no outs,5
reaching,slow+rapid,rapid,5.0,336,21,green,0,1,0,click,success no outs,5
reaching,slow+rapid,rapid,5.0,336,21,green,0,1,1,barspace,fail,2
reaching,slow+rapid,rapid,5.0,336,21,green,0,1,1,click,fail,1
reaching,slow+rapid,rapid,5.0,336,21,green,0,2,1,barspace,success +1 reach,1
reaching,slow+rapid,rapid,5.0,336,21,green,0,2,1,click,success +1 reach,1
reaching,slow+rapid,rapid,5.0,336,21,green,15,1,0,barspace,success no outs,13
reaching,slow+rapid,rapid,5.0,336,21,green,15,1,0,click,success no outs,10
reaching,slow+rapid,rapid,5.0,336,21,green,15,1,1,click,fail,1
reaching,slow+rapid,rapid,5.0,336,21,none,0,1,0,barspace,success no outs,9
reaching,slow+rapid,rapid,5.0,336,21,none,0,1,0,click,success no outs,9
reaching,slow+rapid,rapid,5.0,336,21,none,0,1,1,barspace,fail,2
reaching,slow+rapid,rapid,5.0,336,21,none,0,2,1,barspace,success +1 reach,1
reaching,slow+rapid,rapid,5.0,336,21,none,0,2,2,barspace,fail,1
reaching,slow+rapid,rapid,5.0,672,42,green,0,1,0,barspace,success no outs,14
reaching,slow+rapid,rapid,5.0,672,42,green,0,1,0,click,success no outs,13
reaching,slow+rapid,rapid,5.0,672,42,green,0,1,1,barspace,fail,1
reaching,slow+rapid,rapid,5.0,672,42,green,0,1,1,click,fail,1
reaching,slow+rapid,rapid,5.0,672,42,green,0,2,1,barspace,success +1 reach,1
reaching,slow+rapid,rapid,5.0,672,42,green,0,2,1,click,success +1 reach,5
reaching,slow+rapid,rapid,5.0,672,42,green,0,2,2,click,fail,1
reaching,slow+rapid,rapid,5.0,672,42,green,0,4,4,barspace,fail,1
reaching,slow+rapid,rapid,5.0,672,42,green,15,1,0,barspace,success no outs,17
reaching,slow+rapid,rapid,5.0,672,42,green,15,1,0,click,success no outs,8
reaching,slow+rapid,rapid,5.0,672,42,green,15,1,1,click,fail,1
reaching,slow+rapid,rapid,5.0,672,42,green,15,2,1,barspace,success +1 reach,1
reaching,slow+rapid,rapid,5.0,672,42,green,15,2,1,click,success +1 reach,1
reaching,slow+rapid,rapid,5.0,672,42,green,15,2,2,barspace,fail,1
reaching,slow+rapid,rapid,5.0,672,42,green,15,3,2,barspace,success +1 reach,1
reaching,slow+rapid,rapid,5.0,672,42,green,15,3,2,click,success +1 reach,1
reaching,slow+rapid,rapid,5.0,672,42,none,0,1,0,barspace,success no outs,14
reaching,slow+rapid,rapid,5.0,672,42,none,0,1,0,click,success no outs,17
reaching,slow+rapid,rapid,5.0,672,42,none,0,2,1,barspace,success +1 reach,4
reaching,slow+rapid,rapid,5.0,672,42,none,0,2,1,click,success +1 reach,4
reaching,slow+rapid,rapid,6.0,672,21,green,0,1,0,barspace,success no outs,7
reaching,slow+rapid,rapid,6.0,672,21,green,0,1,0,click,success no outs,7
reaching,slow+rapid,rapid,6.0,672,21,green,0,2,1,click,success +1 reach,3
reaching,slow+rapid,rapid,6.0,672,21,green,15,1,0,barspace,success no outs,13
reaching,slow+rapid,rapid,6.0,672,21,green,15,1,0,click,success no outs,12
reaching,slow+rapid,rapid,6.0,672,21,green,15,1,1,barspace,fail,1
reaching,slow+rapid,rapid,6.0,672,21,green,15,2,1,barspace,success +1 reach,2
reaching,slow+rapid,rapid,6.0,672,21,green,15,2,1,click,success +1 reach,2
reaching,slow+rapid,rapid,6.0,672,21,none,0,1,0,barspace,success no outs,6
reaching,slow+rapid,rapid,6.0,672,21,none,0,1,0,click,success no outs,10
reaching,slow+rapid,rapid,6.0,672,21,none,0,1,1,barspace,fail,1
reaching,slow+rapid,rapid,6.0,672,21,none,0,1,1,click,fail,3
reaching,slow+rapid,rapid,6.0,672,21,none,0,2,1,barspace,success +1 reach,2
reaching,slow+rapid,rapid,6.0,672,21,none,0,2,2,barspace,fail,2
